cpu_name,launch_date,total_cores,max_turbo_frequency,processor_base_frequency,cache,tdp
Intel® Core™ i7-3940XM Processor Extreme Edition,Q3'12,4,3.90 GHz,3.00 GHz,8 MB Intel® Smart Cache,55.0
Intel® Pentium® Processor 2020M,Q3'12,2,,2.40 GHz,2 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor 2117U,Q3'12,2,,1.80 GHz,2 MB Intel® Smart Cache,17.0
Intel® Core™ i7-3740QM Processor,Q3'12,4,3.70 GHz,2.70 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i3-3220 Processor,Q3'12,2,,3.30 GHz,3 MB Intel® Smart Cache,55.0
Intel® Core™ i3-3220T Processor,Q3'12,2,,2.80 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-3225 Processor,Q3'12,2,,3.30 GHz,3 MB Intel® Smart Cache,55.0
Intel® Core™ i3-3240 Processor,Q3'12,2,,3.40 GHz,3 MB Intel® Smart Cache,55.0
Intel® Core™ i3-3240T Processor,Q3'12,2,,2.90 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-3330 Processor,Q3'12,4,3.20 GHz,3.00 GHz,6 MB Intel® Smart Cache,77.0
Intel® Core™ i5-3330S Processor,Q3'12,4,3.20 GHz,2.70 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-3350P Processor,Q3'12,4,3.30 GHz,3.10 GHz,6 MB Intel® Smart Cache,69.0
Intel® Pentium® Processor G2100T,Q3'12,2,,2.60 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G2120,Q3'12,2,,3.10 GHz,3 MB Intel® Smart Cache,55.0
Intel® Core™ i3-2328M Processor,Q3'12,2,,2.20 GHz,3 MB,35.0
Intel® Core™ i3-2365M Processor,Q3'12,2,,1.40 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i3-3120ME Processor,Q3'12,2,,2.40 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-3217UE Processor,Q3'12,2,,1.60 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i3-2377M Processor,Q2'12,2,,1.50 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i3-3110M Processor,Q2'12,2,,2.40 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-3217U Processor,Q2'12,2,,1.80 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i5-3610ME Processor,Q2'12,2,3.30 GHz,2.70 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i7-3517UE Processor,Q2'12,2,2.80 GHz,1.70 GHz,4 MB Intel® Smart Cache,17.0
Intel® Core™ i7-3555LE Processor,Q2'12,2,3.20 GHz,2.50 GHz,4 MB Intel® Smart Cache,25.0
Intel® Core™ i5-3210M Processor,Q2'12,2,3.10 GHz,2.50 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-3317U Processor,Q2'12,2,2.60 GHz,1.70 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i5-3320M Processor,Q2'12,2,3.30 GHz,2.60 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-3360M Processor,Q2'12,2,3.50 GHz,2.80 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-3427U Processor,Q2'12,2,2.80 GHz,1.80 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i5-3470 Processor,Q2'12,4,3.60 GHz,3.20 GHz,6 MB Intel® Smart Cache,77.0
Intel® Core™ i5-3470S Processor,Q2'12,4,3.60 GHz,2.90 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-3470T Processor,Q2'12,2,3.60 GHz,2.90 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-3475S Processor,Q2'12,4,3.60 GHz,2.90 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-3570 Processor,Q2'12,4,3.80 GHz,3.40 GHz,6 MB Intel® Smart Cache,77.0
Intel® Core™ i5-3570S Processor,Q2'12,4,3.80 GHz,3.10 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i7-3517U Processor,Q2'12,2,3.00 GHz,1.90 GHz,4 MB Intel® Smart Cache,17.0
Intel® Core™ i7-3520M Processor,Q2'12,2,3.60 GHz,2.90 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i7-3667U Processor,Q2'12,2,3.20 GHz,2.00 GHz,4 MB Intel® Smart Cache,17.0
Intel® Xeon® Processor E3-1105C,Q2'12,4,,1.00 GHz,6 MB L3 Cache,25.0
Intel® Xeon® Processor E3-1125C,Q2'12,4,,2.00 GHz,8 MB L3 Cache,40.0
Intel® Xeon® Processor E3-1225 v2,Q2'12,4,3.60 GHz,3.20 GHz,8 MB Intel® Smart Cache,77.0
Intel® Xeon® Processor E3-1230 v2,Q2'12,4,3.70 GHz,3.30 GHz,8 MB Intel® Smart Cache,69.0
Intel® Xeon® Processor E3-1240 v2,Q2'12,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,69.0
Intel® Xeon® Processor E3-1245 v2,Q2'12,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,77.0
Intel® Xeon® Processor E3-1265L v2,Q2'12,4,3.50 GHz,2.50 GHz,8 MB Intel® Smart Cache,45.0
Intel® Xeon® Processor E3-1270 v2,Q2'12,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,69.0
Intel® Xeon® Processor E5-2418L,Q2'12,4,2.10 GHz,2.00 GHz,10 MB Intel® Smart Cache,50.0
Intel® Xeon® Processor E5-2428L,Q2'12,6,2.00 GHz,1.80 GHz,15 MB Intel® Smart Cache,60.0
Intel® Xeon® Processor E5-2448L,Q2'12,8,2.10 GHz,1.80 GHz,20 MB Intel® Smart Cache,70.0
Intel® Xeon® Processor E5-4607,Q2'12,6,,2.20 GHz,12 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4610,Q2'12,6,2.90 GHz,2.40 GHz,15 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4640,Q2'12,8,2.80 GHz,2.40 GHz,20 MB Intel® Smart Cache,95.0
Intel® Pentium® Processor 1405,Q2'12,2,1.80 GHz,1.20 GHz,5 MB Intel® Smart Cache,40.0
Intel® Xeon® Processor E3-1220 v2,Q2'12,4,3.50 GHz,3.10 GHz,8 MB Intel® Smart Cache,69.0
Intel® Xeon® Processor E3-1220L v2,Q2'12,2,3.50 GHz,2.30 GHz,3 MB Intel® Smart Cache,17.0
Intel® Xeon® Processor E3-1275 v2,Q2'12,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,77.0
Intel® Xeon® Processor E3-1280 v2,Q2'12,4,4.00 GHz,3.60 GHz,8 MB Intel® Smart Cache,69.0
Intel® Xeon® Processor E3-1290 v2,Q2'12,4,4.10 GHz,3.70 GHz,8 MB Intel® Smart Cache,87.0
Intel® Xeon® Processor E5-1428L,Q2'12,6,,1.80 GHz,15 MB L3 Cache,60.0
Intel® Xeon® Processor E5-2403,Q2'12,4,,1.80 GHz,10 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2407,Q2'12,4,,2.20 GHz,10 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2420,Q2'12,6,2.40 GHz,1.90 GHz,15 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2430,Q2'12,6,2.70 GHz,2.20 GHz,15 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2430L,Q2'12,6,2.50 GHz,2.00 GHz,15 MB Intel® Smart Cache,60.0
Intel® Xeon® Processor E5-2440,Q2'12,6,2.90 GHz,2.40 GHz,15 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2450,Q2'12,8,2.90 GHz,2.10 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2450L,Q2'12,8,2.30 GHz,1.80 GHz,20 MB Intel® Smart Cache,70.0
Intel® Xeon® Processor E5-2470,Q2'12,8,3.10 GHz,2.30 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4603,Q2'12,4,,2.00 GHz,10 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4617,Q2'12,6,3.40 GHz,2.90 GHz,15 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-4620,Q2'12,8,2.60 GHz,2.20 GHz,16 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4650,Q2'12,8,3.30 GHz,2.70 GHz,20 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-4650L,Q2'12,8,3.10 GHz,2.60 GHz,20 MB Intel® Smart Cache,115.0
Intel® Core™ i5-3450 Processor,Q2'12,4,3.50 GHz,3.10 GHz,6 MB Intel® Smart Cache,77.0
Intel® Core™ i5-3450S Processor,Q2'12,4,3.50 GHz,2.80 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-3550 Processor,Q2'12,4,3.70 GHz,3.30 GHz,6 MB Intel® Smart Cache,77.0
Intel® Core™ i5-3550S Processor,Q2'12,4,3.70 GHz,3.00 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-3570K Processor,Q2'12,4,3.80 GHz,3.40 GHz,6 MB Intel® Smart Cache,77.0
Intel® Core™ i5-3570T Processor,Q2'12,4,3.30 GHz,2.30 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-3610QE Processor,Q2'12,4,3.30 GHz,2.30 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-3610QM Processor,Q2'12,4,3.30 GHz,2.30 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-3612QE Processor,Q2'12,4,3.10 GHz,2.10 GHz,6 MB Intel® Smart Cache,35.0
Intel® Core™ i7-3612QM Processor,Q2'12,4,3.10 GHz,2.10 GHz,6 MB Intel® Smart Cache,35.0
Intel® Core™ i7-3615QE Processor,Q2'12,4,3.30 GHz,2.30 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-3615QM Processor,Q2'12,4,3.30 GHz,2.30 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-3720QM Processor,Q2'12,4,3.60 GHz,2.60 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-3770 Processor,Q2'12,4,3.90 GHz,3.40 GHz,8 MB Intel® Smart Cache,77.0
Intel® Core™ i7-3770K Processor,Q2'12,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,77.0
Intel® Core™ i7-3770S Processor,Q2'12,4,3.90 GHz,3.10 GHz,8 MB Intel® Smart Cache,65.0
Intel® Core™ i7-3770T Processor,Q2'12,4,3.70 GHz,2.50 GHz,8 MB Intel® Smart Cache,45.0
Intel® Core™ i7-3820QM Processor,Q2'12,4,3.70 GHz,2.70 GHz,8 MB Intel® Smart Cache,45.0
Intel® Core™ i7-3920XM Processor Extreme Edition,Q2'12,4,3.80 GHz,2.90 GHz,8 MB Intel® Smart Cache,55.0
Intel® Xeon® Processor E5-1620,Q1'12,4,3.80 GHz,3.60 GHz,10 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-1650,Q1'12,6,3.80 GHz,3.20 GHz,12 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-1660,Q1'12,6,3.90 GHz,3.30 GHz,15 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-2603,Q1'12,4,,1.80 GHz,10 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2620,Q1'12,6,2.50 GHz,2.00 GHz,15 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2630,Q1'12,6,2.80 GHz,2.30 GHz,15 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2640,Q1'12,6,3.00 GHz,2.50 GHz,15 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2643,Q1'12,4,3.50 GHz,3.30 GHz,10 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-2687W,Q1'12,8,3.80 GHz,3.10 GHz,20 MB Intel® Smart Cache,150.0
Intel® Xeon® Processor E5-2609,Q1'12,4,,2.40 GHz,10 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2630L,Q1'12,6,2.50 GHz,2.00 GHz,15 MB Intel® Smart Cache,60.0
Intel® Xeon® Processor E5-2637,Q1'12,2,3.50 GHz,3.00 GHz,5 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2648L,Q1'12,8,2.10 GHz,1.80 GHz,20 MB Intel® Smart Cache,70.0
Intel® Xeon® Processor E5-2650,Q1'12,8,2.80 GHz,2.00 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2650L,Q1'12,8,2.30 GHz,1.80 GHz,20 MB Intel® Smart Cache,70.0
Intel® Xeon® Processor E5-2658,Q1'12,8,2.40 GHz,2.10 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2660,Q1'12,8,3.00 GHz,2.20 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2665,Q1'12,8,3.10 GHz,2.40 GHz,20 MB Intel® Smart Cache,115.0
Intel® Xeon® Processor E5-2667,Q1'12,6,3.50 GHz,2.90 GHz,15 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-2670,Q1'12,8,3.30 GHz,2.60 GHz,20 MB Intel® Smart Cache,115.0
Intel® Xeon® Processor E5-2680,Q1'12,8,3.50 GHz,2.70 GHz,20 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-2690,Q1'12,8,3.80 GHz,2.90 GHz,20 MB Intel® Smart Cache,135.0
Intel Atom® Processor D2550,Q1'12,2,,1.86 GHz,1 MB L2 Cache,10.0
Intel® Core™ i7-3820 Processor,Q1'12,4,3.80 GHz,3.60 GHz,10 MB Intel® Smart Cache,130.0
Intel® Core™ i5-2380P Processor,Q1'12,4,3.40 GHz,3.10 GHz,6 MB Intel® Smart Cache,95.0
Intel® Core™ i5-2450P Processor,Q1'12,4,3.50 GHz,3.20 GHz,6 MB Intel® Smart Cache,95.0
Intel® Core™ i5-2550K Processor,Q1'12,4,3.80 GHz,3.40 GHz,6 MB Intel® Smart Cache,95.0
Intel® Core™ i3-2370M Processor,Q1'12,2,,2.40 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-2450M Processor,Q1'12,2,3.10 GHz,2.50 GHz,3 MB Intel® Smart Cache,35.0
Intel Atom® Processor N2600,Q4'11,2,,1.60 GHz,1 MB L2 Cache,3.5
Intel Atom® Processor N2800,Q4'11,2,,1.86 GHz,1 MB L2 Cache,6.5
Intel® Core™ i7-3930K Processor,Q4'11,6,3.80 GHz,3.20 GHz,12 MB Intel® Smart Cache,130.0
Intel® Core™ i7-3960X Processor Extreme Edition,Q4'11,6,3.90 GHz,3.30 GHz,15 MB Intel® Smart Cache,130.0
Intel® Core™ i7-2700K Processor,Q4'11,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,95.0
Intel® Core™ i3-2350M Processor,Q4'11,2,,2.30 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-2367M Processor,Q4'11,2,,1.40 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i5-2430M Processor,Q4'11,2,3.00 GHz,2.40 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-2435M Processor,Q4'11,2,3.00 GHz,2.40 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i7-2670QM Processor,Q4'11,4,3.10 GHz,2.20 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-2675QM Processor,Q4'11,4,3.10 GHz,2.20 GHz,6 MB Intel® Smart Cache,45.0
Intel Atom® Processor D2500,Q3'11,2,,1.86 GHz,1 MB L2 Cache,10.0
Intel Atom® Processor D2700,Q3'11,2,,2.13 GHz,1 MB L2 Cache,10.0
Intel® Core™ i3-2120T Processor,Q3'11,2,,2.60 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-2125 Processor,Q3'11,2,,3.30 GHz,3 MB Intel® Smart Cache,65.0
Intel® Core™ i3-2130 Processor,Q3'11,2,,3.40 GHz,3 MB Intel® Smart Cache,65.0
Intel® Core™ i5-2320 Processor,Q3'11,4,3.30 GHz,3.00 GHz,6 MB Intel® Smart Cache,95.0
Intel® Core™ i7-2640M Processor,Q4'11,2,3.50 GHz,2.80 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i7-2760QM Processor,Q4'11,4,3.50 GHz,2.40 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-2860QM Processor,Q4'11,4,3.60 GHz,2.50 GHz,8 MB Intel® Smart Cache,45.0
Intel® Core™ i7-2960XM Processor Extreme Edition,Q4'11,4,3.70 GHz,2.70 GHz,8 MB Intel® Smart Cache,55.0
Intel® Xeon® Processor E3-1290,Q3'11,4,4.00 GHz,3.60 GHz,8 MB Intel® Smart Cache,95.0
Intel® Core™ i3-2330E Processor,Q2'11,2,,2.20 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-2330M Processor,Q2'11,2,,2.20 GHz,3 MB L3 Cache,35.0
Intel® Core™ i3-2340UE Processor,Q2'11,2,,1.30 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i3-2357M Processor,Q2'11,2,,1.30 GHz,3 MB L3 Cache,17.0
Intel® Core™ i5-2467M Processor,Q2'11,2,2.30 GHz,1.60 GHz,3 MB L3 Cache,17.0
Intel® Core™ i5-2557M Processor,Q2'11,2,2.70 GHz,1.70 GHz,3 MB L3 Cache,17.0
Intel® Core™ i7-2637M Processor,Q2'11,2,2.80 GHz,1.70 GHz,4 MB L3 Cache,17.0
Intel® Core™ i7-2677M Processor,Q2'11,2,2.90 GHz,1.80 GHz,4 MB L3 Cache,17.0
Intel® Core™ i5-2310 Processor,Q2'11,4,3.20 GHz,2.90 GHz,6 MB Intel® Smart Cache,95.0
Intel® Core™ i5-2405S Processor,Q2'11,4,3.30 GHz,2.50 GHz,6 MB Intel® Smart Cache,65.0
Intel® Xeon® Processor E3-1220,Q2'11,4,3.40 GHz,3.10 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1220L,Q2'11,2,3.40 GHz,2.20 GHz,3 MB Intel® Smart Cache,20.0
Intel® Xeon® Processor E3-1225,Q2'11,4,3.40 GHz,3.10 GHz,6 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E3-1230,Q2'11,4,3.60 GHz,3.20 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1235,Q2'11,4,3.60 GHz,3.20 GHz,8 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E3-1240,Q2'11,4,3.70 GHz,3.30 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1245,Q2'11,4,3.70 GHz,3.30 GHz,8 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E3-1260L,Q2'11,4,3.30 GHz,2.40 GHz,8 MB Intel® Smart Cache,45.0
Intel® Xeon® Processor E3-1270,Q2'11,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1275,Q2'11,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E3-1280,Q2'11,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E7-2803,Q2'11,6,,1.73 GHz,18 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E7-2820,Q2'11,8,2.27 GHz,2.00 GHz,18 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E7-2830,Q2'11,8,2.40 GHz,2.13 GHz,24 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E7-2850,Q2'11,10,2.40 GHz,2.00 GHz,24 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E7-2860,Q2'11,10,2.67 GHz,2.26 GHz,24 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E7-2870,Q2'11,10,2.80 GHz,2.40 GHz,30 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E7-4807,Q2'11,6,,1.86 GHz,18 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E7-4820,Q2'11,8,2.27 GHz,2.00 GHz,18 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E7-4830,Q2'11,8,2.40 GHz,2.13 GHz,24 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E7-4850,Q2'11,10,2.40 GHz,2.00 GHz,24 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E7-4860,Q2'11,10,2.67 GHz,2.26 GHz,24 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E7-4870,Q2'11,10,2.80 GHz,2.40 GHz,30 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E7-8830,Q2'11,8,2.40 GHz,2.13 GHz,24 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E7-8837,Q2'11,8,2.80 GHz,2.66 GHz,24 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E7-8850,Q2'11,10,2.40 GHz,2.00 GHz,24 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E7-8860,Q2'11,10,2.67 GHz,2.26 GHz,24 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E7-8867L,Q2'11,10,2.53 GHz,2.13 GHz,30 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E7-8870,Q2'11,10,2.80 GHz,2.40 GHz,30 MB Intel® Smart Cache,130.0
Intel® Core™ i3-2102 Processor,Q2'11,2,,3.10 GHz,3 MB Intel® Smart Cache,65.0
Intel® Core™ i3-2105 Processor,Q2'11,2,,3.10 GHz,3 MB Intel® Smart Cache,65.0
Intel® Core™ i3-2312M Processor,Q2'11,2,,2.10 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i7-2610UE Processor,Q1'11,2,2.40 GHz,1.50 GHz,4 MB Intel® Smart Cache,17.0
Intel® Core™ i7-2655LE Processor,Q1'11,2,2.90 GHz,2.20 GHz,4 MB Intel® Smart Cache,25.0
Intel® Core™ i3-2100 Processor,Q1'11,2,,3.10 GHz,3 MB Intel® Smart Cache,65.0
Intel® Core™ i3-2100T Processor,Q1'11,2,,2.50 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-2120 Processor,Q1'11,2,,3.30 GHz,3 MB Intel® Smart Cache,65.0
Intel® Core™ i5-2390T Processor,Q1'11,2,3.50 GHz,2.70 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-2510E Processor,Q1'11,2,3.10 GHz,2.50 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-2515E Processor,Q1'11,2,3.10 GHz,2.50 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-2520M Processor,Q1'11,2,3.20 GHz,2.50 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-2537M Processor,Q1'11,2,2.30 GHz,1.40 GHz,3 MB Intel® Smart Cache,17.0
Intel® Core™ i5-2540M Processor,Q1'11,2,3.30 GHz,2.60 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i7-2617M Processor,Q1'11,2,2.60 GHz,1.50 GHz,4 MB Intel® Smart Cache,17.0
Intel® Core™ i7-2620M Processor,Q1'11,2,3.40 GHz,2.70 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i7-2629M Processor,Q1'11,2,3.00 GHz,2.10 GHz,4 MB Intel® Smart Cache,25.0
Intel® Core™ i7-2649M Processor,Q1'11,2,3.20 GHz,2.30 GHz,4 MB Intel® Smart Cache,25.0
Intel® Core™ i7-2657M Processor,Q1'11,2,2.70 GHz,1.60 GHz,4 MB Intel® Smart Cache,17.0
Intel® Core™ i3-2310M Processor,Q1'11,2,,2.10 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i5-2410M Processor,Q1'11,2,2.90 GHz,2.30 GHz,3 MB Intel® Smart Cache,35.0
Intel® Xeon® Processor E5603,Q1'11,4,,1.60 GHz,4 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5606,Q1'11,4,,2.13 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5607,Q1'11,4,,2.26 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5649,Q1'11,6,2.93 GHz,2.53 GHz,12 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor X5647,Q1'11,4,3.20 GHz,2.93 GHz,12 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor X5672,Q1'11,4,3.60 GHz,3.20 GHz,12 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor X5675,Q1'11,6,3.46 GHz,3.06 GHz,12 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor X5687,Q1'11,4,3.86 GHz,3.60 GHz,12 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor X5690,Q1'11,6,3.73 GHz,3.46 GHz,12 MB Intel® Smart Cache,130.0
Intel® Core™ i5-2300 Processor,Q1'11,4,3.10 GHz,2.80 GHz,6 MB Intel® Smart Cache,95.0
Intel® Core™ i5-2400 Processor,Q1'11,4,3.40 GHz,3.10 GHz,6 MB Intel® Smart Cache,95.0
Intel® Core™ i5-2400S Processor,Q1'11,4,3.30 GHz,2.50 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-2500 Processor,Q1'11,4,3.70 GHz,3.30 GHz,6 MB Intel® Smart Cache,95.0
Intel® Core™ i5-2500K Processor,Q1'11,4,3.70 GHz,3.30 GHz,6 MB Intel® Smart Cache,95.0
Intel® Core™ i5-2500S Processor,Q1'11,4,3.70 GHz,2.70 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-2500T Processor,Q1'11,4,3.30 GHz,2.30 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-2600 Processor,Q1'11,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,95.0
Intel® Core™ i7-2600K Processor,Q1'11,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,95.0
Intel® Core™ i7-2600S Processor,Q1'11,4,3.80 GHz,2.80 GHz,8 MB Intel® Smart Cache,65.0
Intel® Core™ i7-2630QM Processor,Q1'11,4,2.90 GHz,2.00 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-2635QM Processor,Q1'11,4,2.90 GHz,2.00 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-2710QE Processor,Q1'11,4,3.00 GHz,2.10 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-2715QE Processor,Q1'11,4,3.00 GHz,2.10 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-2720QM Processor,Q1'11,4,3.30 GHz,2.20 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-2820QM Processor,Q1'11,4,3.40 GHz,2.30 GHz,8 MB Intel® Smart Cache,45.0
Intel® Core™ i7-2920XM Processor Extreme Edition,Q1'11,4,3.50 GHz,2.50 GHz,8 MB Intel® Smart Cache,55.0
Intel® Core™ i3-2310E Processor,Q1'11,2,,2.10 GHz,3 MB Intel® Smart Cache,35.0
Intel® Xeon® Processor W3670,Q3'10,6,3.46 GHz,3.20 GHz,12 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5620,Q1'10,4,2.66 GHz,2.40 GHz,12 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5630,Q1'10,4,2.80 GHz,2.53 GHz,12 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5640,Q1'10,4,2.93 GHz,2.66 GHz,12 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5645,Q1'10,6,2.67 GHz,2.40 GHz,12 MB Intel® Smart Cache,80.0
